POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
SP,25,Adam Maier,,Atlanta,MLB,MLB,11/26/2001,31,CAN,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,6,1,1,1,1,1,6,1,1,1,1,1,6,1,1,1,51,15,Normal,Normal,Normal,35,50,67,53,49,32,47,63,50,46,36,52,70,56,51,38.0,,5.0,39.0,35.0,,,,36.0,,,,5,NEU,92.0,91-93,3/4,Finesse,61.0,35.0,1,2,2,21,19,42,26,8,12,22,17,16,3,52,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0,-0.3,-1.0,0.0,0.0,0.0,0,0,166.1,78,4.22,4.09,-0.7,2.0,1.3,4.36,1.879774
SP,44,Blake Money,,Arizona,MLB,MLB,11/14/2001,31,USA,6' 7',220 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,65,23,Normal,Normal,Normal,52,45,57,52,43,50,44,56,51,41,53,45,57,53,43,63.0,37.0,73.0,47.0,,,,,,,,,4,FB,93.0,92-94,3/4,Normal,55.0,53.0,1,1,1,14,21,50,7,8,10,20,15,12,19,6,12,12,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,-0.24,-1,-0.2,-3.0,0.0,0.0,0.0,0,0,164.2,87,4.76,4.63,-1.5,0.7,1.1,3.37,0.905084
SP,57,Shane Bieber,,Seattle,MLB,MLB,05/31/1995,38,USA,6' 3',200 lbs,Right,Right,2.5 Stars,2.5 Stars,11,1,1,1,1,18,1,11,1,1,1,18,1,11,1,1,1,18,43,14,Normal,Spray,Spray,37,46,67,44,47,36,45,66,42,46,38,47,69,45,48,37.0,27.0,43.0,41.0,,,37.0,,,,,,5,NEU,90.0,89-91,3/4,Normal,49.0,54.0,-,-,-,15,16,28,7,-,-,-,10,12,5,15,50,49,0.061,0.06,0.061,0.1,0.053,0.121,0.088,-1.05,-4,-0.9,-10.5,0.0,0.2,0.2,0,0,177.2,101,5.12,4.81,-2.3,0.8,0.3,4.17,0.88963276
SP,38,Ramiro Molina,,Indianapolis,MLB,MLB,08/29/2009,24,USA,6' 0',180 lbs,Right,Right,2.5 Stars,3.5 Stars,5,11,1,1,1,1,13,10,1,1,1,1,10,1,1,1,1,1,38,8,Normal,Normal,Normal,35,53,50,55,52,29,48,49,51,48,38,59,52,58,60,37.0,21.0,,43.0,25.0,,,,,,,,4,GB,89.0,90-92,3/4,GB'er,72.0,47.0,11,12,7,23,25,53,11,55,38,54,33,3,5,1,13,12,0.083,0.154,0.083,0.2,0.12,0.237,0.2,-0.08,0,-0.2,-1.8,0.0,-0.0,-0.0,0,1,51.1,12,2.1,3.57,0.9,0.7,1.9,2.88,0.7018956
SP,51,Roberto Persoa,,Chicago,MLB,MLB,03/16/2010,23,VEN,6' 2',190 lbs,Left,Right,2.5 Stars,3.0 Stars,1,1,1,13,5,1,1,1,1,10,2,1,3,1,1,14,6,1,38,2,Flyball,Normal,Normal,46,49,46,49,49,42,46,45,45,47,50,52,47,51,52,80.0,32.0,,45.0,,,,,,,,,3,GB,94.0,93-95,3/4,GB'er,62.0,87.0,1,2,4,19,7,43,16,49,40,45,9,1,4,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0,-0.1,-1.0,0.0,0.0,0.0,0,0,62.0,38,5.52,4.68,-1.6,0.4,-0.5,3.9,0.46544877
SP,13,Bryan Pipkin,,Texas,MLB,MLB,11/04/2009,23,USA,6' 3',195 lbs,Right,Right,2.5 Stars,5.0 Stars,8,12,1,1,1,1,13,10,1,1,3,5,11,8,1,1,1,1,91,5,Normal,Spray,Pull,51,51,44,55,50,47,50,43,55,50,55,52,44,55,52,74.0,58.0,,62.0,,,,,,65.0,,,4,FB,95.0,94-96,3/4,Normal,69.0,23.0,5,6,15,21,11,54,3,43,44,51,10,6,13,3,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0,-0.1,-1.3,0.0,0.0,0.0,0,0,25.2,16,5.61,4.72,-0.7,0.1,-0.1,4.61,0.20166475
SP,77,River Ryan,,Baltimore,MLB,MLB,08/17/1998,35,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,10,5,12,13,14,13,5,10,12,14,14,13,5,10,12,13,14,13,49,33,Normal,Normal,Normal,44,46,44,39,48,42,44,43,36,46,46,48,45,41,50,49.0,,45.0,52.0,37.0,,37.0,,,,,,5,GB,93.0,92-94,3/4,GB'er,59.0,20.0,2,2,3,30,55,56,40,42,41,46,12,27,25,52,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44,-2,-0.4,-4.0,0.0,0.0,0.0,6,2,95.1,36,3.4,3.26,2.1,1.8,2.0,3.56,1.8553559
SP,61,Cristopher Sanchez,,Chicago,MLB,MLB,12/12/1996,36,DOM,6' 5',180 lbs,Left,Left,2.5 Stars,2.5 Stars,1,7,1,1,11,1,5,1,1,1,9,1,8,1,1,1,11,1,52,1,Normal,Normal,Normal,32,46,79,45,46,38,50,86,51,49,30,44,77,43,44,,41.0,,31.0,44.0,,,,,,,,3,GB,93.0,92-94,3/4,GB'er,43.0,66.0,1,2,1,26,20,48,13,10,15,27,12,8,5,43,12,12,0.167,0.167,0.167,0.3,0.146,0.333,1.0,-0.04,0,-0.2,-1.6,0.0,0.0,0.0,0,0,179.2,75,3.76,3.77,0.1,3.1,3.1,3.68,3.0866616
SP,32,Ramon Solorio,,New York,MLB,MLB,05/05/2010,23,DOM,6' 1',190 lbs,Right,Left,2.5 Stars,2.5 Stars,1,1,1,1,14,1,1,1,1,7,18,1,1,1,1,1,13,1,76,6,Normal,Normal,Pull,47,52,47,45,56,45,49,48,43,52,48,53,47,46,57,47.0,39.0,65.0,,,60.0,,,,58.0,,,5,GB,93.0,92-94,OTT,GB'er,36.0,88.0,1,2,5,19,30,42,3,67,62,54,2,2,5,8,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-1,-0.3,-2.7,0.0,-0.0,-0.0,0,0,154.2,94,5.47,4.68,-2.4,0.8,-0.2,3.78,0.89489615
SP,0,Vitico Valdez,,San Diego,MLB,MLB,11/06/2003,29,DOM,6' 4',180 lbs,Right,Right,2.5 Stars,2.5 Stars,8,11,6,1,1,1,13,10,9,1,3,3,11,8,5,1,1,1,35,16,Normal,Normal,Normal,37,60,44,53,63,35,54,43,51,55,40,67,45,56,73,43.0,48.0,,41.0,,,,,,,,,3,NEU,90.0,89-91,3/4,Normal,58.0,54.0,1,1,1,22,29,45,19,6,6,20,17,11,14,34,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0,-0.2,-1.5,0.0,0.0,0.0,0,0,145.0,66,4.1,4.0,-0.3,1.7,1.5,4.15,1.5803962
SP,18,Thomas White,,Miami,MLB,MLB,09/29/2004,29,USA,6' 5',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,13,1,3,3,1,1,13,1,3,3,1,1,13,1,3,3,46,22,Normal,Normal,Normal,51,46,41,46,46,50,45,41,45,46,52,46,41,46,47,100.0,57.0,81.0,,,,,,,,,,3,NEU,98.0,97-99,3/4,Power,57.0,72.0,2,2,2,21,23,68,9,9,9,26,18,21,9,13,8,8,0.25,0.25,0.25,0.5,0.219,0.5,0.333,0.05,0,0.0,-0.6,0.0,0.0,0.0,0,0,170.2,93,4.9,4.57,-1.0,1.2,1.2,3.79,1.0809023
SP,67,Keaton Winn,,Colorado,MLB,MLB,02/20/1998,35,USA,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,53,7,Normal,Normal,Normal,37,44,59,37,47,35,42,57,34,44,39,46,60,39,49,49.0,,,32.0,35.0,37.0,,,,,,,4,NEU,96.0,95-97,3/4,Power,55.0,29.0,3,3,2,20,1,46,17,15,9,18,12,11,13,23,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0,-0.1,-0.8,0.0,0.0,0.0,0,0,80.0,38,4.28,4.48,-0.6,1.0,1.6,4.55,1.1922361
SP,16,Jose Claudio,,Colorado,MLB,MLB,01/23/2008,25,DOM,6' 2',200 lbs,Left,Left,2.5 Stars,2.5 Stars,4,10,1,1,12,1,8,1,1,1,10,1,11,6,1,1,12,1,93,1,Normal,Spray,Normal,44,46,56,39,49,49,50,58,43,53,42,45,55,38,47,48.0,42.0,,,45.0,,,,,,48.0,,4,NEU,92.0,91-93,3/4,Normal,56.0,75.0,2,1,3,19,29,48,3,16,24,31,14,18,9,18,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,0,-0.1,-1.6,0.0,0.0,0.0,5,4,141.1,80,5.09,4.63,-2.2,0.4,0.4,4.03,0.51351154
SP,23,Jadon Edwards,,Colorado,MLB,MLB,02/21/2011,22,USA,6' 1',180 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,10,2,1,1,1,1,2,1,2,4,1,1,10,5,63,5,Normal,Spray,Normal,44,48,49,49,48,51,54,51,53,54,42,46,48,46,46,59.0,38.0,,33.0,48.0,,,,,,,,4,NEU,94.0,93-95,3/4,Normal,55.0,100.0,11,11,10,27,14,53,7,47,51,51,8,8,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,12.1,2,1.46,3.36,0.4,0.3,0.7,3.65,0.71321356
SP,17,Shohei Ohtani,,Los Angeles,MLB,MLB,07/05/1994,39,JPN,6' 4',200 lbs,Left,Right,2.5 Stars,2.5 Stars,38,43,52,77,67,35,42,37,51,73,64,34,43,39,52,78,68,35,75,61,Line Drive,Ex. Pull,Pull,53,46,48,58,43,50,45,48,57,43,55,47,48,60,44,97.0,,45.0,62.0,,38.0,47.0,,,,,,5,NEU,98.0,97-99,3/4,Power,56.0,50.0,3,5,6,38,36,92,25,42,41,92,24,67,62,50,496,427,0.232,0.329,0.525,75.6,0.358,0.853,0.252,2.51,78,3.1,20.1,-0.8,-1.0,-1.8,0,0,169.2,104,5.52,5.27,-3.2,0.2,-0.0,3.53,0.32624322
SP,12,Rajab Tanoli,,Cleveland,MLB,MLB,03/20/2006,27,USA,6' 6',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,2,1,1,18,1,4,1,1,1,20,1,2,1,1,1,18,1,69,7,Flyball,Spray,Normal,43,56,47,51,58,38,49,45,46,50,46,61,49,53,65,53.0,,,,26.0,,61.0,,,10.0,,,4,NEU,95.0,94-96,SIDE,Normal,26.0,27.0,12,16,15,15,20,50,7,39,31,42,17,3,7,1,19,18,0.056,0.105,0.056,0.1,0.082,0.161,0.143,-0.32,-1,-0.3,-3.5,0.0,0.1,0.1,0,0,64.1,25,3.5,3.85,0.7,1.0,1.6,4.12,0.99291027
SP,11,Luis Godinez,,Cleveland,MLB,MLB,12/02/2008,24,VEN,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,3,5,1,11,10,1,8,6,1,13,12,6,4,1,1,10,10,1,41,9,Flyball,Pull,Pull,35,44,55,41,45,31,42,52,38,43,38,46,57,43,47,46.0,14.0,,27.0,37.0,,,,,,,,4,GB,94.0,93-95,OTT,GB'er,44.0,13.0,1,2,2,17,17,39,6,56,40,46,4,2,2,3,20,19,0.053,0.1,0.053,0.2,0.08,0.153,0.143,-0.27,-1,-0.5,-3.8,0.0,-0.1,-0.1,1,0,88.1,52,5.3,4.57,-0.6,0.5,-0.3,4.15,0.47227684
SP,11,Noriyoshi Maekawa,,Minnesota,MLB,MLB,09/23/2010,24,JPN,6' 1',200 lbs,Right,Right,5.0 Stars,5.0 Stars,7,11,1,1,1,1,13,10,1,1,4,4,10,3,1,1,1,1,48,7,Normal,Normal,Normal,100,76,58,59,83,100,73,59,57,80,100,78,58,60,85,100.0,73.0,,,100.0,,100.0,,,,98.0,,5,GB,97.0,96-98,3/4,Power,46.0,77.0,2,3,4,29,10,52,23,47,35,48,9,17,2,41,52,51,0.098,0.115,0.098,0.4,0.098,0.213,0.192,-1.24,-2,-0.7,-8.7,0.0,0.0,0.0,0,0,195.1,59,2.72,2.12,3.6,7.7,6.3,1.6,7.7597933
SP,16,Logan Northcott,,Cincinnati,MLB,MLB,07/26/2010,24,USA,6' 2',200 lbs,Right,Right,4.5 Stars,4.5 Stars,21,34,9,1,11,8,36,24,10,3,12,10,33,20,9,1,11,6,34,6,Groundball,Normal,Spray,65,90,100,55,100,62,88,100,54,100,67,91,100,55,100,,51.0,61.0,98.0,,,83.0,,,,66.0,,5,GB,95.0,94-96,OTT,GB'er,99.0,45.0,3,5,5,23,27,74,7,54,57,62,13,9,5,14,13,13,0.077,0.077,0.154,0.2,0.096,0.231,0.2,-0.08,0,-0.4,-2.4,0.0,0.0,0.0,0,0,207.0,81,3.52,2.89,-0.1,6.8,4.9,2.7,6.809155
SP,35,Devin Moore,,Los Angeles,MLB,MLB,02/09/2010,24,USA,6' 0',195 lbs,Left,Right,4.5 Stars,4.5 Stars,1,1,1,9,14,1,1,1,1,1,9,1,1,1,1,10,15,1,29,1,Normal,Normal,Normal,57,100,86,66,100,54,100,83,65,100,59,100,88,67,100,,98.0,57.0,46.0,66.0,,,,98.0,,,,5,EX GB,90.0,89-91,OTT,GB'er,67.0,20.0,1,2,4,19,43,23,15,42,41,32,1,2,7,1,10,8,0.0,0.2,0.0,0.2,0.137,0.2,0.0,-0.09,0,-0.2,-1.4,0.0,0.0,0.0,0,0,223.0,62,2.5,2.14,3.8,9.2,8.2,2.87,9.203281
SP,13,Vinny Lopes,,San Francisco,MLB,MLB,09/29/2009,25,PAN,6' 1',185 lbs,Right,Right,4.0 Stars,4.0 Stars,13,22,1,5,10,1,24,15,1,10,13,7,21,12,1,3,9,1,32,5,Normal,Normal,Pull,100,67,59,65,68,81,61,57,61,61,100,73,60,67,75,100.0,94.0,,,100.0,,,,,,,,3,NEU,100.0,99-101,3/4,Power,57.0,78.0,3,1,4,25,24,35,12,48,40,40,15,10,8,46,9,9,0.222,0.222,0.222,0.4,0.195,0.444,0.4,-0.1,0,-0.3,-0.8,0.0,-1.0,-1.0,0,0,211.2,53,2.25,2.44,3.0,7.0,7.0,2.25,6.9681644
SP,16,Tom Muske,,Houston,MLB,MLB,03/08/2009,25,USA,6' 2',190 lbs,Right,Right,4.0 Stars,4.5 Stars,1,3,1,12,25,1,6,3,1,16,32,1,2,1,1,11,23,1,86,3,Flyball,Normal,Normal,58,74,81,52,84,56,77,83,53,88,61,72,79,52,81,70.0,95.0,60.0,32.0,,,,,,,,,4,NEU,94.0,93-95,OTT,Normal,71.0,80.0,2,1,2,22,34,35,6,32,26,27,3,1,5,12,60,58,0.052,0.083,0.052,0.3,0.067,0.135,0.103,-0.96,-4,-1.1,-11.6,0.0,-0.8,-0.8,0,0,214.2,59,2.47,2.61,3.3,7.1,7.1,2.45,7.095161
SP,28,Craig Ago,,San Francisco,MLB,MLB,01/08/2011,23,USA,6' 3',200 lbs,Right,Right,4.0 Stars,4.0 Stars,2,10,1,6,12,1,12,9,1,12,14,2,8,1,1,1,11,1,98,8,Flyball,Normal,Pull,58,79,100,59,86,58,76,100,59,83,58,81,100,59,90,56.0,100.0,,,33.0,,,,,35.0,,,4,NEU,92.0,91-93,3/4,Normal,37.0,85.0,4,2,1,31,13,55,5,51,38,55,19,1,2,2,12,11,0.182,0.25,0.182,0.6,0.204,0.432,0.5,-0.11,0,0.0,-0.9,0.0,0.0,0.0,0,0,196.1,51,2.34,2.8,4.0,5.4,7.2,2.97,5.3981843
SP,24,Dario Herrera,,Chicago,MLB,MLB,08/01/2011,23,DOM,6' 1',180 lbs,Left,Left,4.0 Stars,5.0 Stars,1,1,1,8,24,1,1,1,1,1,20,1,1,1,1,10,25,1,41,22,Flyball,Spray,Normal,93,62,70,59,63,100,62,69,60,63,86,62,70,59,63,72.0,92.0,,,92.0,,,,,47.0,,,4,GB,93.0,92-94,3/4,GB'er,95.0,95.0,2,4,3,21,14,55,3,49,34,53,14,1,3,2,62,61,0.131,0.145,0.131,1.3,0.124,0.276,0.296,-0.72,-2,-0.6,-9.5,0.0,-1.2,-1.2,0,0,209.0,80,3.44,3.2,0.6,5.4,5.0,2.03,5.3868413
SP,29,Jeziel Boekhoudt,,Los Angeles,MLB,MLB,01/29/2007,27,CUR,5' 10',190 lbs,Right,Right,3.5 Stars,4.0 Stars,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,39,34,Flyball,Normal,Normal,74,73,50,55,81,69,69,50,54,76,77,77,51,56,86,58.0,100.0,62.0,61.0,,,18.0,,,,,,5,FB,92.0,91-93,3/4,Normal,64.0,53.0,1,1,1,35,28,33,34,26,29,25,28,17,12,66,18,16,0.25,0.278,0.312,1.6,0.256,0.59,0.364,-0.06,1,-0.0,-0.8,0.0,0.1,0.1,0,0,213.0,68,2.87,2.72,2.2,6.9,6.6,2.48,6.915762
SP,36,Issam Maître,,Detroit,MLB,MLB,08/07/2010,24,VEN,6' 3',200 lbs,Right,Right,3.5 Stars,4.0 Stars,12,22,1,10,12,1,25,14,1,14,13,1,21,12,1,9,11,1,98,2,Normal,Spray,Pull,57,83,81,56,94,50,77,76,55,87,62,88,87,57,100,61.0,74.0,63.0,61.0,,41.0,,,,,,,5,GB,93.0,92-94,3/4,GB'er,55.0,55.0,3,1,3,11,22,19,1,44,33,40,3,9,1,32,58,54,0.111,0.172,0.111,1.3,0.139,0.284,0.194,-0.47,-1,-0.5,-7.8,0.0,0.0,0.0,0,0,224.1,66,2.65,2.65,3.6,7.0,7.1,2.92,7.0213776
SP,21,Daniel Montoya,,Minnesota,MLB,MLB,11/26/2011,22,DOM,6' 2',180 lbs,Right,Right,3.5 Stars,3.5 Stars,13,20,1,1,13,2,22,15,1,1,12,9,19,12,1,1,14,1,80,11,Normal,Spray,Spray,49,77,94,56,86,50,77,94,56,86,49,76,94,56,85,47.0,96.0,,,,,23.0,,,,,,3,NEU,90.0,89-91,3/4,Finesse,52.0,68.0,1,1,2,17,18,38,17,57,43,49,42,12,2,2,52,49,0.061,0.115,0.082,0.7,0.097,0.197,0.125,-0.86,-2,-0.8,-8.8,0.0,-0.7,-0.7,0,0,203.0,65,2.88,2.66,2.8,6.3,6.1,3.29,6.33256
SP,14,Luis Rolon,,Washington,MLB,MLB,03/23/2010,24,DOM,6' 2',185 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,1,1,18,1,1,1,1,1,21,1,1,1,1,1,16,1,100,8,Normal,Spray,Normal,83,60,56,55,62,76,59,54,55,60,90,62,57,56,66,86.0,93.0,,47.0,,,57.0,,81.0,,,,5,NEU,94.0,93-95,3/4,Normal,68.0,73.0,1,5,1,18,26,48,10,54,48,49,39,12,3,3,11,9,0.0,0.182,0.0,0.1,0.125,0.182,0.0,-0.22,0,0.0,-1.6,0.0,0.0,0.0,0,0,194.2,64,2.96,3.25,3.5,4.6,5.3,2.35,4.570332
SP,4,Alex Calderon,,Tampa Bay,MLB,MLB,10/14/2010,23,DOM,5' 11',175 lbs,Right,Right,3.5 Stars,3.5 Stars,4,9,1,9,11,1,11,10,1,13,15,9,6,1,1,5,9,1,36,3,Flyball,Spray,Pull,72,65,62,52,72,61,59,60,51,62,82,72,65,54,80,65.0,27.0,,,91.0,,100.0,,,,,,4,NEU,94.0,94-96,3/4,Normal,81.0,87.0,4,1,4,20,23,42,5,52,38,51,7,7,6,26,54,53,0.151,0.148,0.17,1.4,0.137,0.318,0.32,-0.92,-1,-0.6,-7.1,0.0,-0.4,-0.4,0,0,190.0,60,2.84,3.02,2.8,4.7,5.3,3.05,4.7235007
SP,12,Ryan Drinnon,,Chicago,MLB,MLB,06/12/2011,23,USA,6' 1',180 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,1,9,22,1,1,1,1,11,27,1,1,1,1,6,21,1,20,11,Flyball,Normal,Spray,59,87,100,65,95,52,81,100,61,88,66,93,100,69,100,47.0,,,,81.0,,67.0,,,,,,3,NEU,90.0,89-91,3/4,Finesse,27.0,15.0,4,1,4,19,31,54,11,63,55,61,17,8,4,14,48,47,0.085,0.104,0.085,0.4,0.087,0.189,0.138,-0.93,-2,-0.9,-8.8,0.0,0.1,0.1,0,0,165.0,69,3.76,3.44,-0.0,3.7,3.2,2.44,3.7958126
SP,17,Chris Jorgenson,,Atlanta,MLB,MLB,11/30/2012,21,USA,6' 6',200 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,1,8,2,1,1,1,1,12,7,1,1,1,1,3,1,1,84,4,Flyball,Spray,Normal,74,61,60,61,61,72,61,60,61,61,75,61,60,61,62,,46.0,69.0,93.0,,100.0,79.0,,,,,,5,NEU,98.0,97-99,3/4,Normal,40.0,35.0,1,1,4,32,9,35,7,18,21,24,1,5,3,3,9,9,0.111,0.111,0.111,0.1,0.098,0.222,0.5,-0.09,0,-0.2,-1.5,0.0,0.0,0.0,0,0,182.0,51,2.52,2.84,3.2,5.3,6.2,2.55,5.325464
SP,11,Ricky Garcia,,Baltimore,MLB,MLB,08/10/2012,22,DOM,6' 4',200 lbs,Right,Right,3.5 Stars,4.5 Stars,1,1,1,1,11,1,1,1,1,1,13,1,1,1,1,1,11,1,74,4,Flyball,Normal,Spray,47,87,83,53,100,43,79,79,51,90,51,94,86,56,100,46.0,38.0,,,66.0,,,32.0,,,,,4,NEU,91.0,90-92,3/4,Finesse,76.0,66.0,5,5,2,27,17,23,5,20,26,24,1,1,2,1,49,48,0.146,0.163,0.208,2.0,0.163,0.372,0.273,-0.52,0,-0.4,-5.8,0.0,-0.1,-0.1,0,0,182.1,62,3.06,2.8,1.9,5.4,5.1,3.09,5.3806257
SP,38,Mike Hughes,,New York,MLB,MLB,05/16/2010,24,USA,6' 2',195 lbs,Switch,Right,3.5 Stars,4.5 Stars,1,1,1,10,8,1,1,1,1,13,10,1,1,1,1,10,7,1,53,4,Flyball,Normal,Pull,100,56,39,59,55,94,50,37,55,49,100,61,40,61,61,100.0,85.0,,,40.0,,100.0,,,,,,4,NEU,100.0,99-101,SIDE,Power,64.0,41.0,5,1,5,27,15,59,9,51,55,58,10,3,2,2,7,7,0.143,0.143,0.143,0.1,0.125,0.286,0.5,-0.11,0,-0.0,-1.0,0.0,0.0,0.0,0,0,190.1,84,3.97,3.68,-0.8,3.2,2.4,2.63,3.2765186
SP,18,Chris Kinnan,,New York,MLB,MLB,03/27/2007,27,USA,6' 3',200 lbs,Left,Right,3.5 Stars,3.5 Stars,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,9,1,88,7,Normal,Normal,Normal,51,79,83,54,90,46,66,77,51,74,58,88,87,56,100,44.0,,,50.0,40.0,,69.0,,,,,,4,NEU,90.0,89-91,3/4,Normal,38.0,16.0,1,3,2,19,45,34,11,18,28,25,17,10,5,1,45,45,0.067,0.067,0.133,0.4,0.084,0.2,0.087,-1.01,-2,-0.8,-8.2,0.0,0.0,0.0,0,0,178.2,45,2.27,2.56,2.5,6.1,6.3,2.72,5.966593
SP,38,Carlos Lugo,,Miami,MLB,MLB,01/07/2013,21,DOM,6' 0',170 lbs,Left,Right,3.5 Stars,4.0 Stars,3,10,1,1,5,1,5,1,1,1,10,1,11,6,1,1,3,1,93,1,Normal,Normal,Pull,81,62,69,51,68,61,57,66,48,61,98,67,72,52,75,69.0,98.0,,79.0,,,,,40.0,,,,4,NEU,93.0,93-95,3/4,Normal,97.0,35.0,2,2,4,18,24,38,16,32,31,35,3,2,5,5,11,10,0.0,0.091,0.0,0.1,0.062,0.091,0.0,-0.17,0,-0.3,-2.2,0.0,0.0,0.0,0,0,202.0,88,3.92,3.6,-0.4,3.8,3.6,2.73,3.819541
SP,10,Zach Beckham,,Tampa Bay,MLB,MLB,02/20/2010,24,USA,6' 2',190 lbs,Right,Right,3.5 Stars,3.5 Stars,1,1,1,10,17,1,1,1,1,13,19,3,1,1,1,8,16,1,77,14,Flyball,Spray,Normal,62,61,55,55,63,62,61,55,55,64,62,61,55,54,63,100.0,46.0,,,,,98.0,,,,,,3,FB,97.0,97-99,3/4,Power,72.0,23.0,2,1,4,25,13,64,5,24,25,44,48,26,28,15,50,47,0.021,0.08,0.021,0.3,0.059,0.101,0.071,-0.92,-4,-0.8,-9.7,0.0,0.0,0.0,0,0,191.1,77,3.62,3.16,-0.1,4.3,3.3,2.83,4.2038927
SP,16,Matt Bethea,,Indianapolis,MLB,MLB,03/27/2010,24,USA,6' 0',185 lbs,Left,Right,3.5 Stars,4.0 Stars,1,4,1,1,1,1,1,1,1,1,1,1,6,1,1,3,1,1,31,3,Flyball,Normal,Pull,43,94,70,55,100,42,91,66,55,100,44,96,73,55,100,41.0,39.0,,,,,72.0,,,,,,3,GB,89.0,88-90,3/4,GB'er,97.0,29.0,1,2,2,26,28,42,10,54,47,62,14,5,6,40,53,49,0.143,0.17,0.265,2.6,0.186,0.435,0.208,-0.29,0,-0.3,-4.6,0.0,-0.4,-0.4,0,0,201.0,80,3.58,3.07,0.6,4.6,2.5,3.98,4.5850186
SP,15,Joe Domer,,Toronto,MLB,MLB,07/13/2010,24,USA,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,1,2,1,1,9,1,6,4,1,1,13,3,1,1,1,1,5,1,48,12,Normal,Spray,Pull,70,61,65,67,60,75,66,69,69,65,66,59,61,65,58,100.0,88.0,38.0,,,49.0,,,,,,,4,GB,99.0,98-100,OTT,Power,40.0,100.0,9,12,9,29,16,63,5,39,35,54,28,10,2,4,51,49,0.082,0.078,0.082,0.4,0.069,0.16,0.138,-0.85,-3,-0.8,-9.8,0.0,0.3,0.3,0,0,177.1,78,3.96,3.19,-0.4,4.2,2.7,2.48,4.2677045
SP,61,Jorge Flores,,Houston,MLB,MLB,07/07/2010,24,USA,6' 1',195 lbs,Right,Right,3.5 Stars,5.0 Stars,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,35,5,Flyball,Normal,Normal,64,66,69,54,72,48,54,62,49,57,87,80,76,58,89,92.0,41.0,,,100.0,,,83.0,,,,,4,NEU,97.0,96-98,SIDE,Power,90.0,14.0,2,1,2,22,6,46,7,44,37,43,1,3,4,5,54,53,0.038,0.056,0.057,0.1,0.052,0.112,0.069,-0.88,-4,-1.2,-11.1,0.0,-0.9,-0.9,0,0,206.0,90,3.93,3.29,-0.3,4.7,3.0,3.03,4.721659
