POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON.1,PBABIP,HRR,STU vL,MOV vL,CON vL.1,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR.1,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP.1,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA.1,WAR.1,rWAR,SIERA,Predicted_XGB
RP,66,Tanner Scott,,Texas,MLB,MLB,07/22/1994,38,USA,6' 2',225 lbs,Right,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,25,3,Flyball,Pull,Pull,51,64,42,52,71,72,86,44,58,96,47,59,41,50,63,56.0,,,73.0,,,,,,,,,2,NEU,94.0,93-95,3/4,Normal,24.0,39.0,1,1,1,13,34,39,25,13,47,31,10,13,3,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,2,1,68.0,35,4.63,4.18,0.8,0.2,-0.2,3.86,0.24590363
RP,48,Abner Uribe,,New York,MLB,MLB,06/20/2000,32,DOM,6' 3',200 lbs,Right,Right,2.5 Stars,2.5 Stars,5,9,1,1,1,3,9,6,1,1,1,3,8,5,1,1,1,2,54,18,Normal,Normal,Normal,74,67,23,70,67,58,58,22,62,56,91,75,24,77,74,,67.0,,100.0,100.0,,,,,,,,3,EX GB,99.0,98-100,3/4,GB'er,12.0,41.0,1,1,1,28,24,49,19,8,8,14,22,15,15,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,44.2,22,4.43,3.98,0.2,0.2,-0.1,4.18,0.25247642
RP,54,Joey Cantillo,,Cincinnati,MLB,MLB,12/18/1999,32,USA,6' 4',205 lbs,Left,Left,2.5 Stars,2.5 Stars,1,4,1,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,36,15,Normal,Pull,Pull,52,55,40,51,57,56,58,40,52,60,51,54,39,50,56,53.0,66.0,46.0,43.0,,,,,,,,,4,NEU,92.0,91-93,3/4,Normal,58.0,52.0,1,1,2,19,8,53,15,6,5,15,15,10,21,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,3,14,106.1,54,4.57,4.63,-3.9,0.3,0.7,3.9,0.36704424
RP,41,Braylon Doughty,,Minnesota,MLB,MLB,12/07/2005,26,USA,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,11,13,1,1,1,11,13,11,1,1,1,11,13,11,1,1,1,11,40,24,Normal,Normal,Normal,50,49,43,52,48,51,49,43,52,48,50,49,43,52,48,71.0,,51.0,,,,,,,,,,2,NEU,94.0,93-95,3/4,Normal,51.0,44.0,41,41,31,38,42,33,43,27,39,32,40,43,38,37,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0,-0.0,-0.5,0.0,0.0,0.0,2,2,66.0,18,2.45,3.63,1.4,0.6,1.5,3.49,0.54521555
RP,10,Luis Godinez,,Los Angeles,MLB,MLB,12/02/2008,23,VEN,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,3,5,1,11,10,2,8,7,1,13,11,7,5,2,1,10,10,1,41,8,Flyball,Pull,Pull,42,47,60,43,49,38,44,57,40,46,45,50,62,45,52,48.0,15.0,,31.0,40.0,,,,,,,,4,GB,94.0,93-95,OTT,GB'er,44.0,14.0,1,2,2,16,17,39,6,55,40,46,4,1,1,2,11,10,0.0,0.091,0.0,0.0,0.065,0.091,0.0,-0.35,0,-0.2,-2.2,0.0,0.0,0.0,6,1,83.2,25,2.69,3.69,2.0,0.9,1.8,3.59,0.8922604
RP,58,Jairo Iriarte,,Arizona,MLB,MLB,12/15/2001,30,VEN,6' 2',170 lbs,Right,Right,2.5 Stars,2.5 Stars,9,6,1,1,1,11,6,9,1,1,1,11,6,9,1,1,1,11,39,18,Normal,Normal,Normal,53,67,42,55,74,49,62,42,52,69,58,72,43,57,79,62.0,71.0,,65.0,17.0,,,,,,,,4,EX GB,94.0,93-95,3/4,GB'er,28.0,54.0,2,2,1,22,41,51,23,6,11,15,26,21,17,44,16,16,0.062,0.062,0.062,0.1,0.055,0.125,0.091,-0.38,-1,-0.3,-3.4,0.0,-0.0,-0.0,1,7,110.1,57,4.65,4.6,-1.8,0.4,-0.3,3.95,0.4063585
RP,27,Juan Juarez,,San Diego,MLB,MLB,01/18/2007,25,USA,6' 1',195 lbs,Left,Left,2.5 Stars,2.5 Stars,1,6,1,2,25,1,1,1,1,1,15,1,9,3,1,6,29,1,51,8,Flyball,Pull,Spray,44,61,48,56,63,61,90,53,66,98,40,54,46,53,54,,,,49.0,54.0,,,,,,,,2,FB,90.0,89-91,OTT,Finesse,7.0,74.0,2,2,5,17,1,71,3,54,54,61,5,2,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,9.0,7,7.0,2.29,0.3,0.3,-0.3,4.6,0.16062172
RP,31,Chiah-jen Mai,,Arizona,MLB,MLB,12/15/2005,26,TPE,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,32,45,10,23,15,11,49,36,12,30,20,15,43,30,10,20,14,10,70,4,Normal,Normal,Pull,57,48,48,46,48,46,42,46,41,43,72,51,49,51,51,53.0,,,37.0,61.0,,,,,,,,3,NEU,92.0,91-93,3/4,Normal,10.0,48.0,7,6,7,20,19,69,6,55,52,63,2,2,5,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,59.2,28,4.22,3.61,-0.5,0.5,0.1,3.46,0.5346777
RP,50,Carmen Mlodzinski,,Texas,MLB,MLB,02/19/1999,33,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94,3,Normal,Normal,Normal,45,54,52,56,53,42,49,50,53,49,48,59,54,58,60,59.0,,,49.0,,,39.0,,,,,,3,GB,96.0,95-97,3/4,Power,18.0,37.0,1,1,2,28,16,63,5,10,15,29,8,14,1,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,3,67.2,28,3.72,4.02,0.1,0.4,0.1,4.23,0.41010824
RP,8,Kyle Robinson,,Los Angeles,MLB,MLB,07/17/2003,29,USA,6' 6',200 lbs,Right,Right,2.5 Stars,2.5 Stars,3,1,1,1,1,11,1,3,1,1,1,11,1,3,1,1,1,11,23,36,Normal,Pull,Pull,51,50,45,49,50,50,48,44,47,49,53,50,45,50,51,57.0,72.0,32.0,46.0,,,,,,,,,4,NEU,93.0,93-95,3/4,Normal,69.0,51.0,1,1,1,41,46,48,53,28,42,46,24,20,19,39,32,28,0.071,0.188,0.071,0.7,0.143,0.259,0.105,-0.27,0,-0.4,-4.5,0.0,-0.0,-0.0,0,3,138.1,73,4.75,4.87,-1.9,0.5,0.8,3.93,0.5127667
RP,70,Joe Rock,,Los Angeles,MLB,MLB,07/29/2000,32,USA,6' 6',205 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,10,1,1,1,1,1,10,1,1,1,1,1,10,1,1,1,33,1,Normal,Normal,Normal,41,52,49,50,53,44,59,49,56,60,40,50,48,47,50,43.0,,,42.0,42.0,,,,,,,,3,NEU,93.0,92-94,OTT,Normal,56.0,55.0,1,1,2,18,24,40,8,9,13,11,18,16,13,34,53,52,0.077,0.094,0.115,0.5,0.092,0.21,0.2,-0.81,-3,-0.8,-9.6,0.0,-0.1,-0.1,0,0,162.1,82,4.55,4.32,-0.8,2.1,2.0,3.96,1.8919827
RP,29,Blade Tidwell,,Pittsburgh,MLB,MLB,06/08/2001,31,USA,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26,6,Normal,Normal,Normal,49,52,38,53,52,46,49,37,50,49,52,56,39,55,56,55.0,,,48.0,,,57.0,,,,,,3,NEU,96.0,95-97,3/4,Power,63.0,49.0,1,1,1,22,30,46,19,7,8,9,18,7,2,43,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,4,3,73.2,27,3.3,3.65,0.7,0.7,0.9,2.88,0.62742406
RP,49,Blake Treinen,,Washington,MLB,MLB,06/30/1988,44,USA,6' 5',200 lbs,Right,Right,2.5 Stars,2.5 Stars,7,11,10,1,13,1,12,8,11,1,14,1,11,6,10,1,12,1,43,28,Normal,Normal,Normal,45,49,65,49,49,40,45,62,44,46,48,53,68,52,53,39.0,,,39.0,50.0,,43.0,,,,,,4,EX FB,91.0,90-92,3/4,Normal,15.0,59.0,-,-,-,21,9,35,17,20,25,35,11,11,15,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,1,69.2,16,2.07,3.28,1.9,1.0,1.8,3.19,0.90368325
RP,0,Vitico Valdez,,San Diego,MLB,MLB,11/06/2003,28,DOM,6' 4',180 lbs,Right,Right,2.5 Stars,2.5 Stars,9,12,6,1,1,1,13,10,9,1,3,4,11,8,5,1,1,1,35,15,Normal,Normal,Normal,46,59,42,54,61,43,52,41,51,52,49,65,43,56,70,45.0,49.0,,43.0,,,,,,,,,3,FB,90.0,89-91,3/4,Normal,54.0,54.0,1,1,1,22,29,45,19,6,6,22,18,12,14,34,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,2,4,64.1,33,4.62,4.16,0.5,0.2,0.0,3.93,0.26058334
RP,25,Reilly Witmer,,Chicago,MLB,MLB,07/20/2004,28,USA,6' 4',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,51,20,Normal,Normal,Normal,46,50,50,45,52,43,47,49,41,49,49,54,51,49,57,51.0,35.0,,51.0,,,,,,,,,3,NEU,93.0,92-94,3/4,Normal,49.0,43.0,1,1,1,25,25,24,15,16,17,24,14,20,21,19,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16,-1,-0.2,-2.3,0.0,0.0,0.0,0,1,159.0,67,3.79,4.04,1.2,1.0,1.6,3.91,0.96016103
RP,0,Carlos Alvarez,,Arizona,MLB,MLB,11/14/2007,24,DOM,6' 4',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,10,1,1,1,1,8,1,1,1,1,1,10,1,1,1,1,1,41,4,Normal,Normal,Normal,52,45,43,41,47,58,49,44,45,50,50,44,43,39,46,57.0,41.0,,54.0,36.0,,48.0,,,,,,5,GB,93.0,92-94,3/4,GB'er,65.0,61.0,1,-,1,29,40,51,23,7,19,26,24,1,6,53,1,1,1.0,1.0,2.0,2.0,1.246,3.0,1.0,0.07,0,0.1,0.8,0.0,0.0,0.0,4,4,103.1,45,3.92,4.06,1.1,0.3,0.6,3.33,0.2826868
RP,63,Cody Bradford,,Seattle,MLB,MLB,02/22/1998,34,USA,6' 4',200 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,6,43,18,Flyball,Spray,Spray,43,48,66,51,47,45,49,68,52,48,43,48,66,51,47,45.0,50.0,45.0,38.0,,,28.0,,,,,,5,FB,91.0,90-92,3/4,Normal,28.0,72.0,1,-,1,26,25,43,12,3,3,3,13,16,16,28,45,43,0.023,0.044,0.023,0.1,0.035,0.068,0.042,-0.72,-4,-0.8,-9.8,0.0,-0.4,-0.4,0,0,168.0,77,4.12,3.93,-0.8,2.3,1.7,3.37,2.1951597
RP,39,Corbin Burnes,,New York,MLB,MLB,10/22/1994,37,USA,6' 3',230 lbs,Right,Right,2.5 Stars,2.5 Stars,5,2,1,1,5,8,3,7,1,1,8,10,2,5,1,1,5,8,37,3,Normal,Normal,Normal,42,46,59,33,50,40,44,59,31,49,44,47,60,34,51,,26.0,41.0,40.0,42.0,,46.0,,,,,,5,NEU,94.0,93-95,3/4,Normal,38.0,39.0,3,3,2,21,38,46,33,5,25,24,13,13,19,24,2,2,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.06,0,-0.0,-0.5,0.0,0.0,0.0,0,1,148.0,78,4.74,4.04,-1.9,1.8,0.4,3.86,1.7459426
RP,67,Nestor Cortes,,Pittsburgh,MLB,MLB,12/10/1994,37,CUB,5' 11',200 lbs,Right,Left,2.5 Stars,2.5 Stars,1,1,1,1,8,1,1,1,1,1,10,1,1,1,1,1,7,1,50,33,Normal,Normal,Normal,43,39,94,38,39,46,41,99,40,41,43,38,93,38,38,43.0,40.0,,35.0,,,43.0,5.0,,,,,5,EX FB,91.0,90-92,3/4,Normal,54.0,62.0,3,3,3,16,9,38,16,12,14,19,7,11,8,18,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0,0.1,-0.5,0.0,0.0,0.0,1,0,150.0,62,3.72,3.96,1.3,1.6,2.4,3.12,1.5849626
RP,24,Colton Cosper,,Atlanta,MLB,MLB,09/08/2002,30,USA,6' 1',180 lbs,Left,Left,2.5 Stars,2.5 Stars,1,1,1,1,1,8,1,1,1,1,1,8,1,1,1,1,1,8,48,38,Normal,Spray,Normal,45,49,54,52,48,47,51,56,56,50,44,48,53,52,47,41.0,54.0,12.0,48.0,,,,,13.0,,,,5,FB,90.0,89-91,3/4,Finesse,36.0,69.0,1,1,1,16,14,18,14,29,22,28,36,40,31,47,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,3,4,31.1,13,3.73,4.01,-0.0,0.2,0.5,3.57,0.22537245
RP,97,Bryce Cunningham,,Colorado,MLB,MLB,12/20/2002,29,USA,6' 5',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,43,33,Normal,Pull,Normal,49,49,43,56,48,46,47,43,53,45,52,51,44,59,49,62.0,48.0,,67.0,,,,,,,,,3,FB,96.0,96-98,3/4,Power,50.0,49.0,1,1,1,17,24,24,17,21,19,31,15,11,12,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,4,2,58.2,27,4.14,4.64,0.2,0.1,0.5,4.52,0.25025302
RP,39,Edwin Díaz,,Seattle,MLB,MLB,03/22/1994,38,PUR,6' 3',170 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,10,1,1,1,1,1,11,1,1,1,1,1,10,1,39,17,Normal,Normal,Normal,51,47,48,38,51,45,43,46,33,46,58,51,49,42,57,70.0,,,62.0,,,,,,,,,2,NEU,95.0,94-96,3/4,Normal,13.0,40.0,1,-,-,19,19,47,4,-,-,-,18,19,20,23,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.1,-0.5,0.0,0.0,0.0,0,3,73.0,23,2.84,3.4,1.3,0.8,1.5,3.57,0.80239046
RP,99,Drey Jameson,,San Francisco,MLB,MLB,08/17/1997,35,USA,6' 0',165 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,41,6,Normal,Normal,Normal,46,47,62,55,46,42,44,59,51,42,50,50,65,58,49,53.0,,29.0,50.0,47.0,,,,,,,,4,NEU,96.0,95-97,3/4,Power,32.0,54.0,3,3,3,7,14,23,12,28,12,22,14,14,23,17,5,4,0.0,0.2,0.0,0.1,0.144,0.2,0.0,-0.01,0,-0.3,-0.6,0.0,0.0,0.0,0,0,148.2,76,4.6,4.75,-2.0,0.4,0.7,3.87,0.38648355
RP,0,Anderson Jimenez,,Texas,MLB,MLB,08/03/2007,25,DOM,6' 0',180 lbs,Right,Right,2.5 Stars,2.5 Stars,7,12,6,1,1,1,13,8,3,1,1,1,12,6,6,1,1,1,55,20,Normal,Normal,Normal,67,50,37,49,51,59,47,37,45,48,75,55,38,52,56,49.0,48.0,,58.0,,,,,,,,,3,NEU,91.0,90-92,3/4,Normal,31.0,58.0,1,-,1,31,29,49,23,12,15,23,21,1,17,45,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,2,46.2,21,4.05,3.86,0.3,0.3,0.3,3.29,0.4050549
RP,68,George Kirby,,Seattle,MLB,MLB,02/04/1998,34,USA,6' 4',205 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,39,Normal,Spray,Spray,47,40,65,45,38,43,37,62,42,35,49,43,69,48,41,55.0,,35.0,40.0,46.0,27.0,,,,,,,5,FB,96.0,95-97,3/4,Power,51.0,47.0,2,2,1,23,44,56,31,3,3,3,22,11,29,28,48,48,0.042,0.042,0.042,0.0,0.037,0.083,0.087,-1.03,-5,-0.9,-10.4,0.0,0.1,0.1,0,0,174.1,98,5.06,4.58,-1.5,0.9,-0.0,3.64,0.8805768
RP,24,Pablo Lopez,,Toronto,MLB,MLB,03/07/1996,36,VEN,6' 4',210 lbs,Left,Right,2.5 Stars,2.5 Stars,8,6,1,1,12,9,6,7,1,1,12,8,7,8,1,1,12,10,43,22,Normal,Normal,Normal,48,41,57,43,41,45,39,56,40,38,51,43,59,45,43,59.0,45.0,34.0,48.0,39.0,,,,,,,,5,NEU,94.0,93-95,3/4,Normal,72.0,57.0,2,2,1,29,12,38,4,10,11,23,14,12,17,23,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,-1,-0.2,-2.3,0.0,0.0,0.0,0,0,99.2,43,3.88,3.61,-0.4,0.9,0.7,3.58,0.8385034
RP,10,Joseph Montalvo,,Detroit,MLB,MLB,05/04/2002,30,PUR,6' 2',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,7,1,1,1,1,11,1,7,1,1,1,11,1,7,1,1,1,11,38,35,Flyball,Normal,Spray,48,46,52,55,44,44,44,50,52,41,51,49,54,57,47,44.0,61.0,,58.0,,,,,,,,,3,NEU,92.0,91-93,3/4,Finesse,55.0,43.0,1,1,1,39,35,45,49,27,37,50,46,34,35,68,20,19,0.211,0.25,0.211,1.1,0.212,0.461,0.364,-0.06,0,0.0,-1.5,0.0,-0.1,-0.1,1,1,94.1,34,3.24,3.6,0.4,1.3,1.9,3.53,1.2295762
RP,77,River Ryan,,Baltimore,MLB,MLB,08/17/1998,34,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,10,8,14,15,14,13,8,10,14,15,14,14,7,10,14,15,14,13,49,33,Normal,Normal,Normal,53,46,44,43,48,49,44,43,39,45,57,49,45,45,50,61.0,,51.0,71.0,40.0,,41.0,,,,,,5,NEU,95.0,94-96,3/4,Normal,54.0,19.0,2,2,3,31,56,57,41,43,42,47,13,28,26,51,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.1,-0.3,0.0,0.0,0.0,0,2,89.2,32,3.21,3.6,0.5,0.9,1.2,3.7,0.8402542
RP,46,John Schreiber,,Toronto,MLB,MLB,03/05/1994,38,USA,6' 2',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,1,1,1,11,1,1,1,1,1,11,1,1,1,1,1,10,1,36,9,Normal,Normal,Normal,38,61,48,46,71,31,49,45,38,55,42,75,50,51,86,35.0,,,36.0,39.0,,30.0,,,,,,4,GB,91.0,90-92,SIDE,GB'er,23.0,52.0,1,1,1,27,32,52,31,1,3,1,12,9,13,19,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0,-0.0,-0.8,0.0,-0.1,-0.1,3,0,86.2,27,2.8,3.95,1.7,0.4,1.1,4.21,0.41704413
RP,33,Robby Snelling,,San Francisco,MLB,MLB,12/19/2003,28,USA,6' 3',200 lbs,Right,Left,2.5 Stars,2.5 Stars,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,58,24,Normal,Normal,Normal,44,49,52,42,52,56,59,58,46,66,41,47,50,40,49,56.0,,,46.0,23.0,,,,,,,,3,GB,94.0,93-95,3/4,GB'er,26.0,63.0,2,2,1,25,21,54,16,7,17,15,20,14,13,50,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,4,56.2,19,3.02,3.73,0.2,0.4,1.1,3.35,0.3694246
RP,65,Gregory Soto,,San Francisco,MLB,MLB,02/11/1995,37,DOM,6' 1',235 lbs,Left,Left,2.5 Stars,2.5 Stars,9,10,1,1,10,8,9,8,1,1,10,6,10,9,1,1,10,9,75,8,Normal,Normal,Normal,48,56,43,36,73,63,77,46,44,97,44,51,43,33,65,48.0,,,49.0,58.0,,,,,,,,3,GB,95.0,94-96,3/4,GB'er,28.0,47.0,1,1,3,21,17,56,1,9,18,28,8,10,8,9,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0,-0.0,-0.2,0.0,0.0,0.0,2,3,44.1,29,5.89,3.54,-1.8,0.5,-0.8,3.96,0.5206155
RP,1,Chutaro Takeda,,Seattle,MLB,MLB,03/10/2000,32,JPN,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,3,12,1,1,14,1,14,8,1,1,19,1,11,1,1,1,12,1,64,8,Normal,Spray,Spray,67,51,25,52,51,63,50,24,51,50,69,52,25,52,53,,86.0,85.0,90.0,,,86.0,,,,,,4,NEU,95.0,94-96,3/4,Normal,67.0,15.0,7,17,6,19,14,37,22,45,49,41,1,2,2,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0,-0.1,-0.5,0.0,0.0,0.0,1,0,18.1,3,1.47,2.58,0.1,0.4,0.6,2.72,0.38073808
RP,45,Clevari Tejada,,Indianapolis,MLB,MLB,09/23/2004,28,DOM,6' 1',200 lbs,Right,Right,2.5 Stars,2.5 Stars,1,7,2,1,3,1,7,1,2,1,3,1,7,1,2,1,3,1,34,13,Normal,Normal,Normal,42,49,50,52,48,40,47,49,49,46,44,50,51,55,50,45.0,,22.0,40.0,39.0,27.0,,,,,,,5,EX GB,94.0,93-95,3/4,GB'er,57.0,54.0,1,1,1,30,29,54,14,8,17,22,30,23,16,46,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,4,6,104.2,47,4.04,4.02,0.0,0.1,0.2,3.48,0.19856374
RP,72,Javier Assad,,Los Angeles,MLB,MLB,07/30/1997,35,MEX,6' 1',205 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,3,Normal,Normal,Normal,39,52,38,50,53,39,51,38,50,53,39,52,38,50,53,42.0,,24.0,32.0,,,35.0,,,,,,4,GB,93.0,92-94,OTT,GB'er,60.0,54.0,1,1,1,26,46,51,21,7,7,37,25,39,11,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,0,22.2,6,2.38,4.15,-0.3,0.1,0.4,4.84,0.23047617
RP,58,Hunter Brown,,Boston,MLB,MLB,08/29/1998,34,USA,6' 2',200 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,8,1,1,1,1,1,8,1,1,1,1,1,7,1,1,1,16,10,Normal,Normal,Normal,45,41,50,37,43,44,40,49,35,41,47,43,51,38,44,49.0,40.0,31.0,36.0,42.0,,46.0,,,,,,6,GB,94.0,93-95,3/4,GB'er,56.0,30.0,1,1,1,14,22,54,17,8,10,11,7,9,10,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,-0.0,-0.3,0.0,0.0,0.0,5,7,80.2,38,4.24,4.17,-1.7,0.4,-0.2,4.13,0.48098433
RP,46,Brock Burke,,St. Louis,MLB,MLB,08/04/1996,36,USA,6' 4',200 lbs,Left,Left,2.0 Stars,2.0 Stars,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40,41,Normal,Normal,Normal,47,47,50,52,46,52,50,53,55,50,46,46,49,51,45,61.0,42.0,,54.0,38.0,,,,,,,,4,FB,96.0,95-97,OTT,Power,7.0,49.0,2,2,4,11,52,43,13,56,20,20,10,15,7,25,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0,0.1,-0.3,0.0,0.0,0.0,1,3,66.0,23,3.14,3.51,1.0,0.7,1.2,4.08,0.7037293
RP,78,Yennier Cano,,Houston,MLB,MLB,03/09/1994,38,CUB,6' 4',240 lbs,Right,Right,2.0 Stars,2.0 Stars,1,1,1,1,23,1,1,1,1,1,23,1,1,1,1,1,23,1,61,1,Normal,Normal,Normal,44,50,46,42,54,40,46,44,38,49,47,55,47,45,60,43.0,,,36.0,48.0,33.0,,,,,,,4,EX GB,95.0,94-96,3/4,GB'er,12.0,38.0,1,1,1,14,16,55,13,13,17,26,10,6,16,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,1,43.0,16,3.35,2.67,0.4,0.9,0.6,2.71,0.99112844
RP,19,Edgar Colon,,Philadelphia,MLB,MLB,03/13/2006,26,PUR,6' 2',195 lbs,Left,Left,2.0 Stars,2.5 Stars,1,1,1,1,1,10,1,1,1,1,1,10,1,1,1,1,1,10,39,48,Normal,Normal,Normal,59,48,42,44,49,73,55,43,50,57,56,46,41,42,48,58.0,55.0,,69.0,57.0,,,,,,34.0,,5,GB,93.0,92-94,3/4,GB'er,26.0,54.0,1,1,1,20,26,30,25,36,19,22,42,33,39,56,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,1,4,64.1,19,2.66,3.43,-0.5,0.9,1.2,2.89,0.8944186
RP,47,Nate Dohm,,San Francisco,MLB,MLB,01/09/2003,29,USA,6' 4',205 lbs,Right,Right,2.0 Stars,2.0 Stars,8,1,1,1,1,12,1,8,1,1,1,12,1,8,1,1,1,12,47,19,Flyball,Normal,Normal,53,47,48,51,45,51,45,47,49,44,56,48,48,52,47,56.0,46.0,55.0,63.0,,,,,,,,,4,NEU,93.0,92-94,3/4,Normal,39.0,55.0,1,1,1,27,26,16,26,39,30,33,20,10,19,41,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0,0.0,0.0,0.0,0,4,72.2,32,3.96,3.1,-0.1,1.0,-0.0,3.81,0.9233168
